100	0.03	0.02	0.02	0	0	0.03
200	0.02	0.01	0.01	0	0	0.02
300	0.02	0.04	0.04	0	0	0.02
400	0.01	0.03	0.03	0	0	0.01
500	0.02	0.05	0.05	0	0	0.02
600	0.03	0.05	0.05	0	0	0.03
700	0.03	0.04	0.04	0	0	0.03
800	0.03	0.04	0.04	0	0	0.03
900	0.04	0.04	0.04	0	0	0.04
1000	0.04	0.03	0.03	0	0	0.04
1100	0.03	0.06	0.06	0	0	0.03
1200	0.03	0.05	0.05	0	0	0.03
1300	0.06	0.03	0.03	0	0	0.06
1400	0.05	0.04	0.04	0	0	0.05
1500	0.03	0.04	0.04	0	0	0.03
1600	0.04	0.05	0.05	0	0	0.04
1700	0.04	0.05	0.05	0	0	0.04
1800	0.04	0.05	0.05	0	0	0.04
1900	0.05	0.05	0.05	0	0	0.05
2000	0.04	0.04	0.04	0	0	0.04
2100	0.05	0.04	0.04	0	0	0.05
2200	0.06	0.04	0.04	0	0	0.06
2300	0.06	0.03	0.03	0	0	0.06
2400	0.05	0.03	0.03	0	0	0.05
2500	0.06	0.04	0.04	0	0	0.06
2600	0.05	0.06	0.06	0	0	0.05
2700	0.05	0.06	0.06	0	0	0.05
2800	0.05	0.06	0.06	0	0	0.05
2900	0.05	0.06	0.06	0	0	0.05
3000	0.05	0.06	0.06	0	0	0.05
3100	0.04	0.07	0.07	0	0	0.04
3200	0.04	0.06	0.06	0	0	0.04
3300	0.04	0.07	0.07	0	0	0.04
3400	0.03	0.08	0.08	0	0	0.03
3500	0.03	0.09	0.09	0	0	0.03
3600	0.05	0.09	0.09	0	0	0.05
3700	0.05	0.08	0.08	0	0	0.05
3800	0.04	0.09	0.09	0	0	0.04
3900	0.04	0.1	0.1	0	0	0.04
4000	0.06	0.11	0.11	0	0	0.06
4100	0.06	0.1	0.1	0	0	0.06
4200	0.05	0.1	0.1	0	0	0.05
4300	0.06	0.1	0.1	0	0	0.06
4400	0.06	0.1	0.1	0	0	0.06
4500	0.06	0.11	0.11	0	0	0.06
4600	0.06	0.12	0.12	0	0	0.06
4700	0.06	0.15	0.15	0	0	0.06
4800	0.06	0.15	0.15	0	0	0.06
4900	0.06	0.17	0.17	0	0	0.06
5000	0.06	0.14	0.14	0	0	0.06
5100	0.04	0.14	0.14	0	0	0.04
5200	0.03	0.13	0.13	0	0	0.03
5300	0.03	0.13	0.13	0	0	0.03
5400	0.03	0.12	0.12	0	0	0.03
5500	0.04	0.12	0.12	0	0	0.04
5600	0.04	0.16	0.16	0	0	0.04
5700	0.04	0.19	0.19	0	0	0.04
5800	0.06	0.17	0.17	0	0	0.06
5900	0.06	0.19	0.19	0	0	0.06
6000	0.06	0.17	0.17	0	0	0.06
6100	0.06	0.17	0.17	0	0	0.06
6200	0.06	0.16	0.16	0	0	0.06
6300	0.06	0.15	0.15	0	0	0.06
6400	0.05	0.15	0.15	0	0	0.05
6500	0.05	0.15	0.15	0	0	0.05
6600	0.06	0.15	0.15	0	0	0.06
6700	0.06	0.15	0.15	0	0	0.06
6800	0.05	0.14	0.14	0	0	0.05
6900	0.05	0.13	0.13	0	0	0.05
7000	0.05	0.14	0.14	0	0	0.05
7100	0.05	0.15	0.15	0	0	0.05
7200	0.06	0.16	0.16	0	0	0.06
7300	0.06	0.15	0.15	0	0	0.06
7400	0.06	0.15	0.15	0	0	0.06
7500	0.06	0.15	0.15	0	0	0.06
7600	0.06	0.16	0.16	0	0	0.06
7700	0.08	0.14	0.14	0	0	0.08
7800	0.07	0.14	0.14	0	0	0.07
7900	0.05	0.17	0.17	0	0	0.05
8000	0.05	0.18	0.18	0	0	0.05
8100	0.05	0.18	0.18	0	0	0.05
8200	0.05	0.19	0.19	0	0	0.05
8300	0.05	0.19	0.19	0	0	0.05
8400	0.05	0.17	0.17	0	0	0.05
8500	0.05	0.18	0.18	0	0	0.05
8600	0.06	0.18	0.18	0	0	0.06
8700	0.06	0.17	0.17	0	0	0.06
8800	0.06	0.16	0.16	0	0	0.06
8900	0.06	0.17	0.17	0	0	0.06
9000	0.08	0.18	0.18	0	0	0.08
9100	0.09	0.19	0.19	0	0	0.09
9200	0.08	0.19	0.19	0	0	0.08
9300	0.07	0.19	0.19	0	0	0.07
9400	0.07	0.19	0.19	0	0	0.07
9500	0.08	0.19	0.19	0	0	0.08
9600	0.07	0.19	0.19	0	0	0.07
9700	0.07	0.21	0.21	0	0	0.07
9800	0.06	0.23	0.23	0	0	0.06
9900	0.07	0.23	0.23	0	0	0.07
10000	0.07	0.26	0.26	0	0	0.07
10100	0.1	0.26	0.26	0	0	0.1
10200	0.1	0.26	0.26	0	0	0.1
10300	0.09	0.24	0.24	0	0	0.09
10400	0.08	0.25	0.25	0	0	0.08
10500	0.09	0.25	0.25	0	0	0.09
10600	0.09	0.25	0.25	0	0	0.09
10700	0.09	0.23	0.23	0	0	0.09
10800	0.09	0.23	0.23	0	0	0.09
10900	0.09	0.24	0.24	0	0	0.09
11000	0.07	0.24	0.24	0	0	0.07
11100	0.07	0.24	0.24	0	0	0.07
11200	0.06	0.23	0.23	0	0	0.06
11300	0.05	0.23	0.23	0	0	0.05
11400	0.05	0.24	0.24	0	0	0.05
11500	0.05	0.24	0.24	0	0	0.05
11600	0.05	0.24	0.24	0	0	0.05
11700	0.05	0.24	0.24	0	0	0.05
11800	0.04	0.24	0.24	0	0	0.04
11900	0.04	0.24	0.24	0	0	0.04
12000	0.04	0.24	0.24	0	0	0.04
12100	0.04	0.25	0.25	0	0	0.04
12200	0.06	0.24	0.24	0	0	0.06
12300	0.07	0.24	0.24	0	0	0.07
12400	0.07	0.24	0.24	0	0	0.07
12500	0.07	0.24	0.24	0	0	0.07
12600	0.08	0.25	0.25	0	0	0.08
